Nom,Dosage,Forme,DCI,Classe,Sous Classe,Indications,G/P/B
ANTIOMAL,750 mg,Comprimé pelliculé,LEVETIRACETAM,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,"ANTIOMAL est indiqué en monothérapie dans le traitement des crises
partielles avec ou sans généralisation secondaire chez les patients à
partir de 16 ans présentant une épilepsie nouvellement diagnostiquée.
ANTIOMAL est indiqué en association:
- dans",Générique
ANTIOMAL,750 mg,Comprimé pelliculé,LEVETIRACETAM,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,"ANTIOMAL est indiqué en monothérapie dans le traitement des crises
partielles avec ou sans généralisation secondaire chez les patients à
partir de 16 ans présentant une épilepsie nouvellement diagnostiquée.
ANTIOMAL est indiqué en association :
Dans",Générique
ANTIOMAL 1000,1000 mg,Comprimé pelliculé sécable,LEVETIRACETAM,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,"ANTIOMAL  est indiqué en monothérapie dans le traitement des crises
partielles avec ou sans généralisation secondaire chez les l'adulte et
l'adolescent à partir de 16 ans présentant une épilepsie nouvellement
diagnostiquée.
ANTIOMAL  est indiqué en a",Générique
ANTIOMAL 250,250 mg,Comprimé pelliculé,LEVETIRACETAM,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,"ANTIOMAL est indiqué en monothérapie dans le traitement des crises
partielles avec ou sans généralisation sécondaire chez les patients à
partir de 16 ans présentant une épilepsie nouvellement diagnostiquée.
ANTIOMAL est indiqué en association:
- dans",Générique
ANTIOMAL 250,250 mg,Comprimé pelliculé,LEVETIRACETAM,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,"ANTIOMAL est indiqué en monothérapie dans le traitement des crises
partielles avec ou sans généralisation sécondaire chez les patients à
partir de 16 ans présentant une épilepsie nouvellement diagnostiquée.
ANTIOMAL est indiqué en association:
- dans",Générique
ANTIOMAL 500,500 mg,Comprimé pelliculé,LEVETIRACETAM,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,"ANTIOMAL est indiqué en monothérapie dans le traitement des crises
partielles avec ou sans généralisation secondaire chez les patients à
partir de 16 ans présentant une épilepsie nouvellement diagnostiquée.
ANTIOMAL est indiqué en association:
- dans",Générique
ANTIOMAL 500,500 mg,Comprimé pelliculé,LEVETIRACETAM,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,"ANTIOMAL est indiqué en monothérapie dans le traitement des crises
partielles avec ou sans généralisation secondaire chez les patients à
partir de 16 ans présentant une épilepsie nouvellement diagnostiquée.
ANTIOMAL est indiqué en association :
Dans",Générique
ANTISPASM,80 mg,Comprimé orodispersible,PHLOROGLUCINOL,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,"- Traitement symptomatique des douleurs liées aux troubles
fonctionnels du tube digestif et des voies biliaires.
- Traitement des manifestations spasmodiques et douloureuses aiguës
des voies urinaires: coliques néphrétiques.
- Traitement symptomatiqu",Générique
ANTISPASM,80 mg,Comprimé orodispersible,PHLOROGLUCINOL,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,"- Traitement symptomatique des douleurs liées aux troubles
fonctionnels du tube digestif et des voies biliaires.
- Traitement des manifestations spasmodiques et douloureuses aiguës
des voies urinaires: coliques néphrétiques.
- Traitement symptomatiqu",Générique
ANTISPASM,80 mg,Comprimé orodispersible,PHLOROGLUCINOL,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,"- Traitement symptomatique des douleurs liées aux troubles
fonctionnels du tube digestif et des voies biliaires.
- Traitement des manifestations spasmodiques et douloureuses aiguës
des voies urinaires: coliques néphrétiques.
- Traitement symptomatiqu",Générique
ANTIVIR,200 MG,Comprimé,ACICLOVIR,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIVIRAUX (USAGE SYSTEMIQUE),"1/ Prévention des infections à Virus Herpes Simplex (HSV) chez les
sujets immunodéprimés
2/ Sujet immunocompétent:
A/ Infections cutanées ou muqueuses:
- Traitement des infections herpétiques cutanées ou muqueuses sévères
(il s'agit en général de pri",Générique
ANTIVIR,200 mg/5ML,Suspension buvable,ACICLOVIR,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIVIRAUX (USAGE SYSTEMIQUE),"1/ Prévention des infections à Virus Herpes Simplex (HSV)  chez les
sujet immunodéprimé.
2/ Sujet immunocompétent:
A/ Infections cutanées ou muqueuses:
- Traitement des infections herpétiques cutanées ou muqueuses sévères
(il s'agit en général de pri",Générique
ANTIVIR,800 MG/ 10ml,Suspension buvable,ACICLOVIR,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIVIRAUX (USAGE SYSTEMIQUE),"1/ Prévention des infections à Virus Herpes Simplex (HSV)  chez les
sujet immunodéprimé.
2/ Sujet immunocompétent:
A/ Infections cutanées ou muqueuses:
- Traitement des infections herpétiques cutanées ou muqueuses sévères
(il s'agit en général de pri",Générique
ANTIVIR,5%,Creme dermique,ACICLOVIR,MEDICAMENTS DERMATOLOGIQUES,ANTIBIOTIQUES ET CHIMIOTHERAPIE A USAGE DERMATOLOGIQUE,"1/ Elles découlent de l'activité de l'aciclovir sur les virus Herpes
simplex de types 1 et 2 :
Herpès génital : traitement de la primo-infection et des récurrences
ultérieures éventuelles ;
Herpès labial : dans la plupart des études réalisées lors de",Générique
ANXETIN,20 mg,Gélule,FLUOXETINE,SYSTEME NERVEUX,PSYCHOANALEPTIQUES,"1/Episodes dépressifs majeurs.
2/Troubles obsessionnels compulsifs.
3/Boulimie: en complément d'une psychothérapie, indiqué dans la
diminution de la fréquence des crises de boulimie et des vomissements
ou prise de laxatifs.",Générique
ANXETIN,20 mg,Gélule,FLUOXETINE,SYSTEME NERVEUX,PSYCHOANALEPTIQUES,"1/Episodes dépressifs majeurs.
2/Troubles obsessionnels compulsifs.
3/Boulimie: en complément d'une psychothérapie, indiqué dans la
diminution de la fréquence des crises de boulimie et des vomissements
ou prise de laxatifs.",Générique
ANXIOMYL,6 mg,Comprimé sécable,BROMAZEPAM,SYSTEME NERVEUX,PSYCHOLEPTIQUES,"- Traitement symptomatique des manifestations anxieuses sévères et/ou
invalidantes.
- Prévention et traitement du délirium tremens et des autres
manifestations du sevrage alcoolique.",Générique
APHRODIS,20 mg,Comprimé pelliculé,TADALAFIL,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,MEDICAMENTS UROLOGIQUES,"Traitement de la dysfonction érectile.
Une stimulation sexuelle est requise pour que APHRODIS soit efficace.
APHRODIS n'est pas indiqué chez la femme.",Générique
APHRODIS,10 mg,Comprimé pelliculé,TADALAFIL,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,MEDICAMENTS UROLOGIQUES,"Traitement de la dysfonction érectile chez l'homme adulte.
Une stimulation sexuelle est requise pour que le tadalafil soit
efficace.
APHRODIS n'est pas indiqué chez la femme.",Générique
APHRODIS,20 mg,Comprimé pelliculé,TADALAFIL,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,MEDICAMENTS UROLOGIQUES,"Traitement de la dysfonction érectile chez l'homme adulte.
Une stimulation sexuelle est requise pour que le tadalafil soit
efficace.
APHRODIS n'est pas indiqué chez la femme.",Générique
APIDRA SOLOSTAR,100 UI/ML,Solution injectable,INSULINE ANALOGUE,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENT UTILISE DANS LE TRAITEMENT DU DIABETE,"-Traitement du diabète de l'adulte, l'adolescent et l'enfant à partir
de 6 ans nécessitant un traitement par insuline.",Princeps
APIXADIS,2.5 mg,Comprimé pelliculé,APIXABAN,SANG ET ORGANES HEMATOPOIETIQUES,AGENTS ANTITHROMBOTIQUES,"Prévention des évènements thromboemboliques veineux (ETEV) chez les
patients adultes ayant bénéficié d'une chirurgie programmée pour
prothèse totale de hanche ou de genou.
Prévention de l'accident vasculaire cérébral (AVC) et de l'embolie
systémique",Générique
APIXADIS,5 mg,Comprimé pelliculé,APIXABAN,SANG ET ORGANES HEMATOPOIETIQUES,AGENTS ANTITHROMBOTIQUES,"Prévention de l'accident vasculaire cérébral (AVC) et de l'embolie
systémique chez les patients adultes atteints de fibrillation atriale
non valvulaire (FANV) et présentant un ou plusieurs facteur(s) de
risque tels que : antécédent d'AVC ou d'acciden",Générique
APIXADIS,5 mg,Comprimé pelliculé,APIXABAN,SANG ET ORGANES HEMATOPOIETIQUES,AGENTS ANTITHROMBOTIQUES,"Prévention de l'accident vasculaire cérébral (AVC) et de l'embolie
systémique chez les patients adultes atteints de fibrillation atriale
non valvulaire (FANV) et présentant un ou plusieurs facteur(s) de
risque tels que : antécédent d'AVC ou d'acciden",Générique
APIXADIS,2.5 mg,Comprimé pelliculé,APIXABAN,SANG ET ORGANES HEMATOPOIETIQUES,AGENTS ANTITHROMBOTIQUES,"Prévention des évènements thromboemboliques veineux (ETEV) chez les
patients adultes ayant bénéficié d'une chirurgie programmée pour
prothèse totale de hanche ou de genou.
Prévention de l'accident vasculaire cérébral (AVC) et de l'embolie
systémique",Générique
APIXAN,2.5 mg,Comprimé pelliculé,APIXABAN,SANG ET ORGANES HEMATOPOIETIQUES,AGENTS ANTITHROMBOTIQUES,"Prévention des évènements thromboemboliques veineux (ETEV) chez les
patients adultes ayant bénéficié d'une chirurgie programmée pour
prothèse totale de hanche ou de genou.
Prévention de l'accident vasculaire cérébral (AVC) et de l'embolie
systémique",Générique
APIXAN,5 mg,Comprimé pelliculé sécable,APIXABAN,SANG ET ORGANES HEMATOPOIETIQUES,AGENTS ANTITHROMBOTIQUES,"Prévention de l'accident vasculaire cérébral (AVC) et de l'embolie
systémique chez les patients adultes atteints de fibrillation atriale
non valvulaire (FANV) et présentant un ou plusieurs facteur (s) de
risque tels que : antécédent d' AVC ou d'accid",Générique
APOKINON,30 MG/ 3ML (1%),Solution injectable,APOMORPHINE,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,MEDICAMENTS UROLOGIQUES,"Traitement d'appoint des fluctuations sévères d'activité de la
dopatherapie au cours de la maladie de parkinson (phénomène on-off).",Princeps
APPELOM,20 mg,Comprimé pelliculé,MEMANTINE,SYSTEME NERVEUX,PSYCHOANALEPTIQUES,"Traitement des patients atteints d'une forme modérée à sévère de la
maladie d'Alzheimer.",Générique
APPELOM,10 mg,Comprimé pelliculé,MEMANTINE,SYSTEME NERVEUX,PSYCHOANALEPTIQUES,"Traitement des patients atteints d'une forme modérée à sévère de la
maladie d'Alzheimer.",Générique
APRANAX,500 mg,Suppositoire,NAPROXENE,MUSCLE ET SQUELETTE,ANTI-INFLAMMATOIRES ET ANTIRHUMATISMAUX,"Elles procèdent de l'activité anti-inflammatoire du naproxène, de
l'importance des manifestations d'intolérance auxquelles le médicament
donne lieu et de sa place dans l'éventail des produits
anti-inflammatoires actuellement disponibles.
Adulte et en",Princeps
APRANAX 275,275 MG,Comprimé pelliculé,NAPROXENE,MUSCLE ET SQUELETTE,ANTI-INFLAMMATOIRES ET ANTIRHUMATISMAUX,"Chez l'adulte et l'enfant à partir de 15 ans, au:
1- traitement symptomatique au long cours:
- des rhumatismes inflammatoires chroniques, notamment polyarthrite
rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels
que le syndrome de f",Générique
APRANAX 275,275 MG,Comprime enrobé,NAPROXENE,MUSCLE ET SQUELETTE,ANTI-INFLAMMATOIRES ET ANTIRHUMATISMAUX,"CHEZ L'ADULTE ET L'ENFANT A PARTIR DE 15 ANS, AU:
1- TRAITEMENT SYMPTOMATIQUE AU LONG COURS:
- DES RHUMATISMES INFLAMMATOIRES CHRONIQUES, NOTAMMENT POLYARTHRITE
RHUMATOIDE, SPONDYLARTHRITE ANKYLOSANTE OU SYNDROMES APPARENTES TELS
QUE LE SYNDROME DE F",Princeps
APRANAX 550,550 MG,Comprime enrobe secable,NAPROXENE,MUSCLE ET SQUELETTE,ANTI-INFLAMMATOIRES ET ANTIRHUMATISMAUX,"Chez l'adulte et l'enfant à partir de 15 ans, au:
1- traitement symptomatique au long cours:
- des rhumatismes inflammatoires chroniques, notamment polyarthrite
rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels
que le syndrome de f",Générique
APRANAX 550,550 MG,Comprime enrobe secable,NAPROXENE,MUSCLE ET SQUELETTE,ANTI-INFLAMMATOIRES ET ANTIRHUMATISMAUX,"CHEZ L'ADULTE ET L'ENFANT A PARTIR DE 15 ANS, AU:
1- TRAITEMENT SYMPTOMATIQUE AU LONG COURS:
- DES RHUMATISMES INFLAMMATOIRES CHRONIQUES, NOTAMMENT POLYARTHRITE
RHUMATOIDE, SPONDYLARTHRITE ANKYLOSANTE OU SYNDROMES APPARENTES TELS
QUE LE SYNDROME DE F",Princeps
APROFORT,150 mg/5 mg,Comprimé pelliculé,IRBESARTAN+AMLODIPINE,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Traitement de l'hypertension artérielle essentielle.
APROFORT est indiqué chez les patients dont la pression artérielle
n'est pas suffisamment contrôlée par l'ibésartan ou l'amlodipine en
monothérapie.",Générique
APROFORT,300 mg/10mg,Comprimé pelliculé,IRBESARTAN+AMLODIPINE,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Traitement de l'hypertension artérielle essentielle.
APROFORT  est indiqué chez les patients dont la pression artérielle
n'est pas suffisamment contrôlée par l'ibésartan ou l'amlodipine en
monothérapie.",Générique
APROFORT,300 mg/5 mg,Comprimé pelliculé,IRBESARTAN+AMLODIPINE,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Traitement de l'hypertension artérielle essentielle.
APROFORT est indiqué chez les patients dont la pression artérielle
n'est pas suffisamment contrôlée par l'ibésartan ou l'amlodipine en
monothérapie.",Générique
APROFORT,300 MG/ 5MG,Comprimé pelliculé,IRBESARTAN+AMLODIPINE,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Traitement de l'hypertension artérielle essentielle.
APROFORT est indiqué chez les patients dont la pression artérielle
n'est pas suffisamment controlée par l'irbésartan ou l'amlodipine en
monothérapie.",Générique
APROFORT,150 MG/5 MG,Comprimé pelliculé,IRBESARTAN+AMLODIPINE,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Traitement de l'hypertension artérielle essentielle.
Cette association est indiquée chez les patients dont la pression
artérielle est insuffisamment controlée par l'irbésartan ou
l'amlodipine en monothérapie.",Générique
APROFORT,300 MG/10 MG,Comprimé pelliculé,IRBESARTAN+AMLODIPINE,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Traitement de l'hypertension artérielle essentielle.
APROFORT est indiquée chez les patients dont la pression artérielle
n'est pas suffisamment controlée par l'irbésartan ou l'amlodipine en
monothérapie.",Générique
APROKAM,50 mg,Pdre p.prep.injectable,CEFUROXIME,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),"Antibioprophylaxie des endophtalmies post-opératoires après une
chirurgie de la cataracte.
Il convient de tenir compte des recommandations officielles concernant
l'utilisation appropriée des antibactériens, incluant celles de
l'antibioprophylaxie en",Princeps
APROVASC,150 mg/5 mg,Comprimé pelliculé,IRBESARTAN+AMLODIPINE,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Traitement de l'hypertension artérielle essentielle.
Aprovasc est indiqué chez l'adulte dans le traitement de
l'hypertension artérielle insuffisamment contrôlée par irbésartan ou
amlodipine en monothérapie.",Princeps
APROVASC,300 mg/10mg,Comprimé pelliculé,IRBESARTAN+AMLODIPINE,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Traitement de l'hypertension artérielle essentielle.
Aprovasc est indiqué chez l'adulte dans le traitement de
l'hypertension artérielle insuffisamment contrôlée par irbésartan ou
amlodipine en monothérapie.",Princeps
APROVASC,300 mg/5 mg,Comprimé pelliculé,IRBESARTAN+AMLODIPINE,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Traitement de l'hypertension artérielle essentielle.
Aprovasc est indiqué chez l'adulte dans le traitement de
l'hypertension artérielle insuffisamment contrôlée par irbésartan ou
amlodipine en monothérapie.",Princeps
APROVEL,150 mg,Comprimé pelliculé,IRBESARTAN,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Aprovel est indiqué chez l'adulte dans le traitement de l'hypertension
artérielle essentielle. Il est également indiqué dans le traitement de
l'atteinte rénale chez les patients adultes hypertendus diabétiques de
type 2, dans le cadre de la prise en",Princeps
APROVEL,300 mg,Comprimé pelliculé,IRBESARTAN,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Aprovel est indiqué chez l'adulte dans le traitement de l'hypertension
artérielle essentielle. Il est également indiqué dans le traitement de
l'atteinte rénale chez les patients adultes hypertendus diabétiques de
type 2, dans le cadre de la prise en",Princeps
APROVEL,150 mg,Comprimé pelliculé,IRBESARTAN,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Aprovel est indiqué chez l'adulte dans le traitement de l'hypertension
artérielle essentielle. Il est également indiqué dans le traitement de
l'atteinte rénale chez les patients adultes hypertendus diabétiques de
type 2, dans le cadre de la prise en",Princeps
APROVEL,300 mg,Comprimé pelliculé,IRBESARTAN,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Aprovel est indiqué chez l'adulte dans le traitement de l'hypertension
artérielle essentielle. Il est également indiqué dans le traitement de
l'atteinte rénale chez les patients adultes hypertendus diabétiques de
type 2, dans le cadre de la prise en",Princeps
APROZAR,150 mg,Comprimé pelliculé,IRBESARTAN,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Traitement de l'hypertension artérielle essentielle.
Traitement de l'atteinte rénale des patients hypertendus diabétiques
de type 2, dans le cadre de la prise en charge par un médicament
antihyperseur.",Générique
APROZAR,300 mg,Comprimé pelliculé,IRBESARTAN,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Traitement de l'hypertension artérielle essentielle.
Traitement de l'atteinte rénale des patients hypertendus diabétiques
de type 2, dans le cadre de la prise en charge par un médicament
antihyperseur.",Générique
APROZAR,150 mg,Comprimé pelliculé,IRBESARTAN,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Traitement de l'hypertension artérielle essentielle.
Traitement de l'atteinte rénale des patients hypertendus diabétiques
de type 2, dans le cadre de la prise en charge par un médicament
antihypertenseur.",Générique
APROZAR,300 mg,Comprimé pelliculé,IRBESARTAN,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"APROZAR est indiqué chez l'adulte dans le traitement de l'hypertension
artérielle essentielle. Il est également indiqué dans le traitement de
l'atteinte rénale chez les patients adultes hypertendus diabétiques de
type 2, dans le cadre de la prise en",Générique
APROZAR,150 mg,Comprimé pelliculé,IRBESARTAN,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Traitement de l'hypertension artérielle essentielle.
Traitement de l'atteinte rénale des patients hypertendus diabétiques
de type 2, dans le cadre de la prise en charge par un médicament
antihypertenseur.",Générique
APROZAR,300 mg,Comprimé pelliculé,IRBESARTAN,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Aprozar est indiqué chez l'adulte dans le traitement de l'hypertension
artérielle essentielle. Il est également indiqué dans le traitement de
l'atteinte rénale chez les patients adultes hypertendus diabétiques de
type 2, dans le cadre de la prise en",Générique
